2020-01-26 18:07:03	Message	Opening port
Port open
2020-01-26 18:07:08	Message	31.54	-0.01	26.12	 0.01	25.81	12.42	cooling
2020-01-26 18:07:09	Message	31.53	-0.02	26.13	 0.02	25.81	12.43	cooling
2020-01-26 18:07:10	Message	31.55	 0.00	26.12	 0.01	25.81	12.44	cooling
2020-01-26 18:07:11	Message	31.54	-0.00	26.12	 0.01	25.81	12.43	cooling
2020-01-26 18:07:12	Message	31.55	 0.00	26.12	 0.01	25.81	12.44	cooling
2020-01-26 18:07:13	Message	31.55	 0.00	26.10	-0.01	25.81	12.41	cooling
2020-01-26 18:07:14	Message	31.54	-0.00	26.13	 0.02	25.81	12.44	cooling
2020-01-26 18:07:15	Message	31.56	 0.01	26.11	-0.00	25.81	12.43	cooling
2020-01-26 18:07:16	Message	31.55	 0.00	26.12	 0.01	25.81	12.44	cooling
2020-01-26 18:07:17	Message	31.57	 0.02	26.12	 0.00	25.81	12.45	cooling
2020-01-26 18:07:18	Message	31.57	 0.02	26.12	 0.00	25.81	12.45	cooling
2020-01-26 18:07:19	Message	31.55	-0.00	26.12	 0.00	25.81	12.43	cooling
2020-01-26 18:07:20	Message	31.57	 0.02	26.12	 0.00	25.81	12.45	cooling
2020-01-26 18:07:21	Message	31.60	 0.04	26.12	 0.00	25.81	12.47	cooling
2020-01-26 18:07:22	Message	31.58	 0.02	26.11	-0.01	25.81	12.44	cooling
2020-01-26 18:07:23	Message	31.58	 0.02	26.13	 0.01	25.81	12.46	cooling
2020-01-26 18:07:24	Message	31.61	 0.04	26.10	-0.02	25.81	12.45	cooling
2020-01-26 18:07:25	Message	31.61	 0.03	26.11	-0.01	25.81	12.45	cooling
2020-01-26 18:07:26	Message	31.62	 0.04	26.13	 0.01	25.81	12.48	cooling
2020-01-26 18:07:27	Message	31.60	 0.02	26.10	-0.02	25.81	12.43	cooling
2020-01-26 18:07:28	Message	31.64	 0.05	26.11	-0.00	25.81	12.47	cooling
2020-01-26 18:07:29	Message	31.63	 0.04	26.13	 0.01	25.81	12.48	cooling
2020-01-26 18:07:30	Message	31.62	 0.03	26.11	-0.01	25.81	12.45	cooling
2020-01-26 18:07:31	Message	31.66	 0.06	26.11	-0.01	25.81	12.48	cooling
2020-01-26 18:07:32	Message	31.64	 0.04	26.11	-0.00	25.81	12.47	cooling
2020-01-26 18:07:33	Message	31.66	 0.05	26.13	 0.01	25.81	12.50	cooling
2020-01-26 18:07:34	Message	31.66	 0.04	26.13	 0.01	25.81	12.49	cooling
2020-01-26 18:07:35	Message	31.67	 0.05	26.15	 0.02	25.88	12.51	cooling
2020-01-26 18:07:36	Message	31.67	 0.04	26.15	 0.02	25.81	12.50	cooling
2020-01-26 18:07:37	Message	31.67	 0.04	26.13	 0.01	25.81	12.49	cooling
2020-01-26 18:07:38	Message	31.67	 0.03	26.13	 0.01	25.88	12.49	cooling
2020-01-26 18:07:40	Message	31.67	 0.04	26.13	 0.01	25.88	12.49	cooling
2020-01-26 18:07:40	Message	31.68	 0.04	26.16	 0.03	25.88	12.52	cooling
2020-01-26 18:07:41	Message	31.69	 0.04	26.16	 0.02	25.88	12.52	cooling
2020-01-26 18:07:42	Message	31.70	 0.05	26.15	 0.01	25.88	12
2020-01-26 18:07:43	Message	.51	cooling
2020-01-26 18:07:44	Message	31.70	 0.05	26.15	 0.01	25.81	12.51	cooling
2020-01-26 18:07:45	Message	31.70	 0.04	26.15	 0.01	25.88	12.51	cooling
2020-01-26 18:07:46	Message	31.70	 0.03	26.16	 0.02	25.88	12.51	cooling
2020-01-26 18:07:47	Message	31.70	 0.04	26.13	-0.00	25.88	12.50	cooling
