2020-01-12 21:10:02	Message	Opening port
Port open
2020-01-12 21:10:07	Message	31.43	-0.01	25.07	 0.01	25.00	11.35	cooling	light
2020-01-12 21:10:08	Message	31.45	 0.00	25.06	-0.00	25.06	11.35	cooling	light
2020-01-12 21:10:09	Message	31.45	 0.00	25.07	 0.01	25.00	11.36	cooling
2020-01-12 21:10:10	Message	31.47	 0.02	25.08	 0.02	25.00	11
2020-01-12 21:10:10	Message	.39	cooling
2020-01-12 21:10:11	Message	31.46	 0.01	25.08	 0.02	25.06	11.38	cooling
2020-01-12 21:10:12	Message	31.48	 0.03	25.07	 0.00	25.06	11.38	cooling
2020-01-12 21:10:13	Message	31.48	 0.03	25.07	 0.00	25.06	11.39	cooling
2020-01-12 21:10:14	Message	31.51	 0.05	25.09	 0.02	25.06	11.42	cooling
2020-01-12 21:10:15	Message	31.51	 0.04	25.08	 0.01	25.06	11.41	cooling
2020-01-12 21:10:16	Message	31.51	 0.05	25.08	 0.01	25.06	11.41	cooling
2020-01-12 21:10:17	Message	31.52	 0.05	25.09	 0.02	25.06	11
2020-01-12 21:10:17	Message	.43	cooling
2020-01-12 21:10:18	Message	31.52	 0.04	25.10	 0.03	25.06	11.43	cooling
2020-01-12 21:10:19	Message	31.54	 0.05	25.10	 0.02	25.06	11.44	cooling
2020-01-12 21:10:20	Message	31.54	 0.05	25.09	 0.01	25.06	11.43	cooling
2020-01-12 21:10:21	Message	31.56	 0.06	25.12	 0.03	25.06	11.47	cooling
2020-01-12 21:10:22	Message	31.56	 0.06	25.12	 0.03	25.06	11.46	cooling
2020-01-12 21:10:23	Message	31.56	 0.05	25.10	 0.01	25.06	11.45	cooling
2020-01-12 21:10:24	Message	31.57	 0.05	25.12	 0.02	25.06	11.46	cooling
2020-01-12 21:10:25	Message	31.57	 0.05	25.10	 0.01	25.06	11.45	cooling
2020-01-12 21:10:26	Message	31.57	 0.04	25.10	 0.01	25.06	11
2020-01-12 21:10:26	Message	.44	cooling
2020-01-12 21:10:27	Message	31.57	 0.04	25.10	 0.01	25.06	11.45	cooling
2020-01-12 21:10:28	Message	31.57	 0.04	25.12	 0.02	25.06	11.45	cooling
2020-01-12 21:10:29	Message	31.60	 0.06	25.13	 0.03	25.06	11.48	cooling
2020-01-12 21:10:31	Message	31.57	 0.03	25.14	 0.03	25.06	11.47	cooling
2020-01-12 21:10:32	Message	31.60	 0.05	25.13	 0.02	25.06	11.47	cooling
2020-01-12 21:10:33	Message	31.61	 0.05	25.12	 0.01	25.06	11.47	cooling
2020-01-12 21:10:34	Message	31.60	 0.04	25.14	 0.03	25.06	11.48	cooling
2020-01-12 21:10:35	Message	31.61	 0.04	25.13	 0.01	25.06	11.47	cooling
2020-01-12 21:10:35	Message	31.61	 0.04	25.13	 0.01	25.06	11.47	cooling
2020-01-12 21:10:36	Message	31.58	 0.01	25.12	 0.00	25.06	11.44	cooling
2020-01-12 21:10:37	Message	31.60	 0.03	25.13	 0.01	25.06	11.46	cooling
2020-01-12 21:10:38	Message	31.61	 0.03	25.13	 0.01	25.06	11.46	cooling
2020-01-12 21:10:40	Message	31.59	 0.01	25.15	 0.03	25.06	11.47	cooling
2020-01-12 21:10:41	Message	31.59	 0.01	25.13	 0.01	25.06	11.45	cooling
2020-01-12 21:10:42	Message	31.60	 0.02	25.13	 0.01	25.06	11.46	cooling
2020-01-12 21:10:43	Message	31.61	 0.02	25.12	-0.00	25.06	11.45	cooling
2020-01-12 21:10:44	Message	31.61	 0.02	25.13	 0.01	25.06	11.46	cooling
2020-01-12 21:10:45	Message	31.60	 0.01	25.13	 0.01	25.06	11.45	cooling
2020-01-12 21:10:46	Message	31.61	 0.02	25.14	 0.01	25.06	11.47	cooling
2020-01-12 21:10:47	Message	31.60	 0.01	25.15	 0.02	25.06	11.47	cooling
2020-01-12 21:10:48	Message	31.61	 0.01	25.14	 0.01	25.06	11.47	cooling
2020-01-12 21:10:49	Message	31.61	 0.01	25.15	 0.02	25.06	11.48	cooling
2020-01-12 21:10:50	Message	31.60	 0.00	25.14	 0.01	25.06	11.46	cooling
2020-01-12 21:10:51	Message	31.61	 0.02	25.14	 0.01	25.06	11.47	cooling
2020-01-12 21:10:52	Message	31.60	 0.00	25.14	 0.01	25.06	11.46	cooling
2020-01-12 21:10:53	Message	31.58	-0.01	25.13	-0.00	25.06	11.44	cooling
2020-01-12 21:10:54	Message	31.58	-0.01	25.14	 0.01	25.06	11.45	cooling
2020-01-12 21:10:55	Message	31.57	-0.02	25.15	 0.01	25.06	11.45	cooling
2020-01-12 21:10:56	Message	31.57	-0.02	25.14	 0.00	25.06	11.44	cooling
2020-01-12 21:10:57	Message	31.57	-0.02	25.13	-0.01	25.06	11.43	cooling
2020-01-12 21:10:58	Message	31.55	-0.03	25.13	-0.01	25.06	11.42	cooling
2020-01-12 21:10:59	Message	31.54	-0.03	25.14	 0.00	25.06	11.43	cooling
2020-01-12 21:11:00	Message	31.55	-0.02	25.15	 0.01	25.06	11.44	cooling
2020-01-12 21:11:01	Message	31.52	-0.05	25.13	-0.01	25.06	11.40	cooling
2020-01-12 21:11:02	Message	31.53	-0.04	25.16	 0.02	25.06	11.44	cooling
2020-01-12 21:11:03	Message	31.54	-0.02	25.14	 0.00	25.06	11.43	cooling
2020-01-12 21:11:04	Message	31.54	-0.02	25.15	 0.01	25.06	11.45	cooling
2020-01-12 21:11:05	Message	31.53	-0.03	25.15	 0.01	25.06	11.44	cooling
2020-01-12 21:11:06	Message	31.53	-0.03	25.13	-0.01	25.06	11.42	cooling
2020-01-12 21:11:07	Message	31.52	-0.03	25.14	 0.00	25.06	11.42	cooling
2020-01-12 21:11:08	Message	31.53	-0.02	25.15	 0.01	25.06	11.44	cooling
2020-01-12 21:11:09	Message	31.51	-0.03	25.14	-0.00	25.06	11.42	cooling
2020-01-12 21:11:10	Message	31.50	-0.04	25.15	 0.01	25.06	11.42	cooling
2020-01-12 21:11:11	Message	31.51	-0.03	25.15	 0.01	25.06	11.43	cooling
2020-01-12 21:11:12	Message	31.50	-0.04	25.14	-0.00	25.06	11.42	cooling
2020-01-12 21:11:13	Message	31.51	-0.03	25.13	-0.01	25.06	11.41	cooling
2020-01-12 21:11:14	Message	31.51	-0.02	25.14	-0.00	25.06	11.43	cooling
2020-01-12 21:11:15	Message	31.53	-0.00	25.16	 0.02	25.13	11.46	cooling
2020-01-12 21:11:16	Message	31.51	-0.02	25.14	-0.00	25.06	11.43	cooling
2020-01-12 21:11:17	Message	31.50	-0.03	25.15	 0.01	25.06	11.43	cooling
2020-01-12 21:11:18	Message	31.50	-0.02	25.14	-0.00	25.06	11.42	cooling
2020-01-12 21:11:19	Message	31.50	-0.02	25.15	 0.01	25.06	11.43	cooling
2020-01-12 21:11:20	Message	31.50	-0.02	25.15	 0.01	25.06	11.44	cooling
2020-01-12 21:11:21	Message	31.50	-0.02	25.15	 0.01	25.06	11.44	cooling
2020-01-12 21:11:22	Message	31.50	-0.02	25.17	 0.02	25.06	11.46	cooling
2020-01-12 21:11:23	Message	31.50	-0.01	25.16	 0.01	25.06	11.45	cooling
2020-01-12 21:11:24	Message	31.49	-0.02	25.14	-0.01	25.06	11.42	cooling
2020-01-12 21:11:25	Message	31.48	-0.03	25.14	-0.01	25.13	11
2020-01-12 21:11:25	Message	.41	cooling
2020-01-12 21:11:26	Message	31.49	-0.01	25.15	 0.00	25.06	11.44	cooling
2020-01-12 21:11:27	Message	31.48	-0.03	25.14	-0.01	25.06	11.42	cooling
2020-01-12 21:11:28	Message	31.48	-0.02	25.16	 0.01	25.06	11.44	cooling
2020-01-12 21:11:29	Message	31.48	-0.02	25.15	 0.00	25.06	11.43	cooling
2020-01-12 21:11:30	Message	31.49	-0.01	25.16	 0.01	25.06	11.45	cooling
2020-01-12 21:11:31	Message	31.48	-0.02	25.16	 0.01	25.06	11.44	cooling	light
2020-01-12 21:11:32	Message	31.48	-0.02	25.16	 0.01	25.06	11.44	cooling	light
2020-01-12 21:11:33	Message	31.48	-0.01	25.16	 0.01	25.13	11.45	cooling
